referencia_web,cantidad_visitas,m2_constr,dormitorios,banos,cantidad_armarios,consumo_energia,emisiones_CO2,cal_energetica,estado,ano_construccion,ascensor,orientacion,sistema_agua,calefaccion,tipo_suelo,cocina_equipada,garajes,m2_utiles,vista zona,Comunidad/personas edificio,Zonas verdes,terrazas,acceso_minusvalido,puerta_seguridad,conserje,plantas,N_piso,reservado/sin_reserva,url_piso/id,barrios,cod_barrio,distrito,cod_distrito,codigo_Postal,tipologia,url_website,descripcion_extendida,garaje,jardin,referencia,n.visitas,chimenea,lavadero,videoportero,title,precio,fecha_publicacion,aire_acondicionado,piscina,trastero,alarma,amueblado,cod_barrio_2,tipo_fachada,exterior
,,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/4054359-piso-en-venta-en-opanel-madrid,Siguenos en nuestras redes sociales y se el primero en conocer nuestras novedades en alquiler y venta Instagram servifincasmadridBonito piso muy luminoso de una habitacion doble en una de las zonas mas codiciadas del siempre vibrante barrio de GoyaLa vivienda se encuentra en una primera planta interior a patio de manzana y muy luminosa Con una cocina completa estilo americana integrada al salon para que no te pierdas ni un instante de las visitas que pasen por tu hogarBano completo con banera suelo de tarima y ventanas de maderaUn hogar en el que tendras absolutamente todo cerca y disfrutaras de la vida del barrio pero al mismo tiempo con tranquilidad y sin ruidos en tu casaSi quieres conocerlo llamanos y coordinemos una visita en tu futura casa,0.0,0.0,PM4053889,50.0,0.0,0.0,1.0,Piso en venta en Salamanca Madrid,595000.0,2024-10-05 00:00:00,0.0,0.0,0.0,0.0,0.0,2,,
,,47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/3964959-piso-en-venta-en-goya-madrid,Os damos la bienvenida a este practico piso situado en Madrid El inmueble se distribuye en una habitacion saloncomedor cocina y un bano Ubicado en la 1a planta del edificio Cuenta con todos los servicios necesarios a su alrededor como escuelas supermercados bancos bibliotecas farmacias oficinas de correos centros deportivos y la estacion de metro Tetuan Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti,0.0,0.0,PM3963178,60.0,0.0,0.0,0.0,Piso en venta en Madrid,263350.0,2024-07-23 00:00:00,0.0,0.0,0.0,0.0,0.0,2,,
,,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/3955394-local-en-venta-en-goya-madrid,Suenas con poder vivir en una de la mejores zonas del sur de Madrid disponer de Gimnasio piscina y sin tener que salir de casa Pues esta es tu vivienda   Un salon amplio con mirador y vistas a la piscina con orientacion este y muy luminoso  Dispone de ay acceso a la cocina mediante una ventana o si se prefiere tambien se puede transformar en  puerta  Un  luminoso dormitorio exterior con vistas a las enormes zonas comunes ajardinadas El dormitorio tiene ademas un  armario empotrado  Una cocina completamente amueblada y equipada Un bonito bano completo con mampara de ducha de cristalLa vivienda cuenta ademas con trastero y plaza de garaje incluida en el precio Tambien se puede adquirir adicionalmente una segunda plaza de garaje La construccion del ano 2007  la urbanizacion cerrada con amplias zonas comunes ajardinadas piscina gimnasio conserje y camaras de videovigilancia dispone de tres ascensores con acceso directo a la planta de garajes Una ocasion inmejorable de vivir en una de las areas mas tranquilas y valoradas actualmente en la capital Ubicada junto a zonas verdes supermercados colegios polideportivos y centros comerciales y de ocio como el CENTRO COMERCIAL ISLA AZULAdemas de estar situada en  el eje Via Lusitana Avenida de los Poblados y Avenida de la Peseta brinda excelentes comunicaciones por transporte publico y privado con acceso a importantes vias como la M40 R5 M45 A42 y A5 No pierdas la oportunidad de vivir en este acogedor y completo hogarPide una cita sin compromiso,1.0,1.0,PM3952925,60.0,0.0,0.0,1.0,Piso en venta en Pau Carabanchel Madrid,220000.0,2024-07-16 00:00:00,0.0,1.0,1.0,0.0,0.0,2,,
,,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/3880461-apartamento-en-venta-en-goya-madrid,ESRIV INMOBILIARIA REAL STATE presenta magnifica vivienda RECIEN REFORMADA Y MUY LUMINOSA ubicada en el corazon de Lavapies en el distrito centro de Madrid Se trata de un elegante piso reformado con absolutamente todo nuevo y en perfecto estado ideal para aquellos que buscan la comodidad y el estilo en una de las zonas mas vibrantes de la ciudadConstruido en el ano 1900 este luminoso apartamento de 51 metros cuadrados ofrece una distribucion inteligente y funcional Cuenta con dos dormitorios El principal muy amplio y luminoso  y un segundo dormitorio con armario empotrado ambos con cama de 135 Ademas cuenta con una fantastica y moderna cocina integrada en el salon completamente equipadaEl inmueble dispone de un bano completo tambien reformado con acabados de alta calidad  La vivienda destaca por su cuidado diseno interior con suelos de tarima que aportan calidez y elegancia Es importante destacar la reciente reforma de la finca tanto de su fachada como del patio y los pasillos comunitarios de ahi que no tenga ninguna derrama Fantastica comunidad de vecinos El barrio de Lavapies es conocido por su ambiente bohemio y multicultural Aqui encontraras una amplia oferta de bares restaurantes y tiendas de todo tipo Ademas estaras a pocos minutos a pie de varios puntos de interes cultural como el Teatro ValleInclan o el Museo Reina SofiaAdemas el conocido  Rastro se encuentra a poca distancia ofreciendo una gran variedad de puestos al aire libre y opciones de ocioDada su importante y estrategica ubicacion permite que tengas una gran comunicacion tambien con transporte publico la vivienda esta cerca de varias estaciones de metro como Lavapies y Tirso de Molina que te permitiran moverte facilmente por toda la ciudad Ademas las lineas de cercanias C3 y C4 tambien estan en las proximidades brindandote la posibilidad de desplazarte rapidamente a las afueras de Madrid Por ultimo varias lineas de autobus pasan cerca de la propiedad ofreciendo una conexion adicional con otras partes de la ciudadALTISIMA RENTABILIDAD TANTO EN ALQUILER ESTACIONAL COMO EN ALQUILER NO ESTACIONALEn definitiva esta vivienda es unica e incomparableLlamanos estaremos encantados de atenderte y que puedas disfrutar en primera persona de esta JoyaAdelante ESTAS EN TU CASA,0.0,0.0,PM3874232,160.0,0.0,0.0,0.0,Piso en venta en Centro Madrid,260000.0,2024-05-24 00:00:00,0.0,0.0,0.0,0.0,1.0,2,,
,,63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,recoletos,41,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/4057894-piso-en-venta-en-recoletos-madrid,Este apartamento reformado se encuentra en una primera planta lo que garantiza una mayor tranquilidad Con una superficie de 63 m2 este acogedor espacio cuenta con una habitacion un bano completo y esta completamente amueblado listo para entrar a vivir Ademas su cocina esta totalmente equipada y dispone de un sofa cama en el salon perfecto para recibir visitas La vivienda con una orientacion noroeste se beneficia de un sistema de climatizacion que proporciona calefaccion y aire acondicionado asegurando el confort durante todo el ano,0.0,0.0,PM4057891,10.0,0.0,0.0,0.0,Piso en venta en Lavapies Madrid,539000.0,2024-10-08 00:00:00,0.0,0.0,0.0,0.0,1.0,1,,
,,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,apartamento,https://www.pisosmadrid.com.es/propiedad/4071974-apartamento-en-venta-en-goya-madrid,Piso nuevo de una habitacion reformado en una de las mejores zonas del barrio de Salamanca ya que se encuentra a escasos minutos del metro Goya y de las prestigiosas calles Goya y Hermosilla La vivienda cuenta en una primera planta interior con ascensor  con cocina americana amplios armarios empotrados aire acondicionado y calefaccion central gasEl portal del edificio es de lujo y esta adaptado para personas con movilidad reducida  Quien adquiera esta vivienda no solo se encontrara a escasos metros del agradable parque de El Retiro si no que tambien tendra muy a manos importantes centros comerciales como El Corte Ingles y prestigiosos restaurantes y tiendas de lujo,0.0,0.0,PM4071974,40.0,0.0,0.0,1.0,Apartamento en venta en Goya Madrid,595000.0,2024-10-17 00:00:00,0.0,0.0,0.0,0.0,1.0,2,,
,,104,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/4023494-piso-en-venta-en-moscardo-madrid,TERRAZA MUY AMPLIA  A ESTRENAR reforma integral con muy altas calidades revestido de la prestigiosa firma PORCELANOSA  En quinta planta con una luz natural extraordinaria en toda la casa Distribuido en dos dormitorios y dos cuartos de bano Tiene salida a la terraza desde el salon y desde uno de los dormitorios por grandes ventanalesSe deja cocina totalmente equipada con electrodomesticos a estrenarSituado en un edificio con portal magnifico con dos entradas por dos calles dos jardines portero fisico  varios ascensores y montacargas junto a la Plaza Manuel Becerra,1.0,0.0,PM4023228,10.0,0.0,0.0,1.0,Piso en venta en Goya Madrid,850000.0,2024-09-17 00:00:00,0.0,0.0,0.0,0.0,0.0,2,,
,,108,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/3955469-piso-en-venta-en-chamberi-madrid,Estupendo piso en la zona de SalamancaGoya con una superficie de 108 metros cuadrados Destaca por su amplio hall de entrada dos dormitorios uno de ellos en suite una cocina independiente un luminoso saloncomedor con 3 ventanales con posibilidad de hacer otro dormitorio un practico trastero de 6m y una distribucion muy funcional sin pasillos Ademas su ubicacion cercana al Retiro lo convierte en una excelente opcion para disfrutar de la ciudad,0.0,0.0,PM3955440,40.0,0.0,0.0,0.0,Piso en venta en Salamanca Madrid,1100000.0,2024-07-17 00:00:00,0.0,0.0,1.0,0.0,0.0,2,,
,,113,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/4070413-piso-en-venta-en-goya-madrid,GRUPO PROPS presenta espectacular vivienda totalmente reformada y lista para estrenar situada en la prestigiosa Calle de Don Ramon de la Cruz en el codiciado barrio de ListaSalamancaEste piso interior ubicado en la sexta planta de un elegante edificio con ascensor y portero fisico garantiza seguridad y comodidad Con 113 m2 catastrales y 97 m2 construidos la propiedad ofrece una distribucion inteligente y elegante Al ingresar te recibe un bonito portal que conduce a una amplia zona de dia con una cocina totalmente equipada ideal para los amantes de la cocina gourmet La vivienda cuenta con dos habitaciones dos banos un aseo y un cuarto de lavado todos con los mas altos estandares de calidad y estilo Amueblada y con acabados en madera calefaccion a gas aire acondicionado y cocina equipada ListaSalamanca es uno de los barrios mas exclusivos de Madrid ofreciendo una amplia gama de servicios tiendas exclusivas restaurantes de renombre y una vida cultural vibrante La proximidad al Metro Manuel Becerra el Parque Eva Peron y todos los comercios de la Calle Alcala anaden valor y convenienciaUna oportunidad unica para disfrutar del autentico lujo y el dinamismo de MadridLlamanos y con gusto coordinamos una visita,1.0,0.0,PM4070413,20.0,0.0,0.0,1.0,Piso en venta en Goya Madrid,1129000.0,2024-10-16 00:00:00,0.0,0.0,0.0,0.0,1.0,2,,
,,113,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,goya,42,salamanca,4,28001,piso,https://www.pisosmadrid.com.es/propiedad/4073714-piso-en-venta-en-goya-madrid,Exclusivo piso recien reformado en el barrio de Salamanca  Lista MadridPresentamos esta magnifica propiedad situada en una de las zonas mas codiciadas de Madrid Este piso de 2 dormitorios y 2 banos ha sido recientemente reformado con materiales de la mas alta calidad cuidando cada detalle para ofrecer un hogar de lujo y confortEl amplio salon se integra a la perfeccion con la moderna cocina abierta que cuenta con una elegante isla central ideal para disfrutar de momentos en familia o con amigos La cocina esta completamente equipada con electrodomesticos de ultima generacion creando un espacio funcional y de diseno impecableLos dormitorios luminosos y con acabados impecables ofrecen un ambiente tranquilo y acogedor Ademas el inmueble cuenta con un aseo adicional perfecto para visitas y un practico cuarto de lavado que anade comodidad a la vida diaria Los banos destacan por sus detalles de lujo duchas de efecto lluvia y revestimientos en marmol que aportan un toque sofisticadoLa vivienda dispone de calefaccion individual y aire acondicionado lo que garantiza el maximo confort en cualquier epoca del ano El edificio cuenta con ascensor y servicio de porteria anadiendo un plus de comodidad y seguridad a esta exclusiva propiedadUbicado en la prestigiosa zona de Lista en el barrio de Salamanca este inmueble no solo destaca por su diseno y acabados de alta calidad sino tambien por su inmejorable ubicacion rodeado de comercios exclusivos restaurantes y todos los servicios que hacen de este barrio una de las mejores areas para vivir en MadridNO COBRAMOS HONORARIOS A LOS COMPRADORES La informacion que se detalla en este anuncio se muestra a titulo informativo no es contractual ni vinculante y puede contener errores,0.0,0.0,PM4073714,30.0,0.0,0.0,1.0,Piso en venta en Goya Madrid,1140000.0,2024-10-18 00:00:00,0.0,1.0,0.0,0.0,0.0,2,,
