PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
6322839;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Fuencarral - El Pardo";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Bus: 66 , 124 , 137 , 704";"Este servicio depende de la Unidad Integral del Distrito Fuencarral. Teléfono: 917 281 598";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc30de294e585310VgnVCM2000000c205a0aRCRD";"SOTO PALACIOS";"AVENIDA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"442038";"4482147";"40.48799779953855";"-3.6839350432489524";"917 281 597                       
                       
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"fuencarraloacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322850;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Hortaleza";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Mar de CristalBus: 87 , 104 , 112 , 120 , 125";"Este servicio depende de la Unidad Integral del Distrito Hortaleza. Teléfono: 913 824 339";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93d2de294e585310VgnVCM2000000c205a0aRCRD";"JAVIER DEL QUINTO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445550";"4479583";"40.46513919841554";"-3.6422597739545943";"913 825 251    
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"hortalezaoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322854;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Latina";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Bus: 17 , 34 , 117 , 155";"Este servicio depende de la Unidad Integral del Distrito Latina. Teléfono: 915 095 423";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3d3de294e585310VgnVCM2000000c205a0aRCRD";"RODRIGO DE ARANA";"CALLE";"V";"50";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"434982";"4470177";"40.3796366471018";"-3.7659492448759053";"915 095 421             
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"uidpmlatina@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322857;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Moncloa-Aravaca";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Arg&amp;uuml;ellesBus: 21 , 74 , 1 , 44 , C , 133";"Este servicio depende de la Unidad Integral del Distrito Moncloa - Aravaca. Teléfono: 917 584 612";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28a4de294e585310VgnVCM2000000c205a0aRCRD";"VALLADOLID";"AVENIDA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438072";"4475687";"40.429520252756355";"-3.730085095692638";"917 584 634       
         
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"moncloaoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322860;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Moratalaz";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Pavones línea 9 Bus:142,144,100,71,20,30,32,8.";"Este servicio depende de la Unidad Integral del Distrito Moratalaz. Teléfono: 915 880 473";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d575de294e585310VgnVCM2000000c205a0aRCRD";"FUENTE CARRANTONA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"445940";"4472198";"40.39864180232909";"-3.6370281973682417";"915 887 430             
                  
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"moratalazoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322851;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Puente de Vallecas";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Buenos AiresBus: 10 , 136 , 54 , 58 , 103 , 141 , 143";"Este servicio depende de la Unidad Integral del Distrito Puente de Vallecas. Teléfono: 913 806 870";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8523de294e585310VgnVCM2000000c205a0aRCRD";"PUERTO DE CARDOSO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"444505";"4470994";"40.38768530645969";"-3.653841535049231";"917 791 262
                   
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"pvallecasoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322848;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Retiro";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: PacíficoBus: 24 , 37 , 54 , 56 , 57 , 136 , 141";"Este servicio depende de la Unidad Integral del Distrito Retiro. Teléfono: 914 343 631";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f32de294e585310VgnVCM2000000c205a0aRCRD";"HOYUELO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442624";"4472481";"40.40096941264061";"-3.676132626757882";"914 343 638              
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"retirooacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322840;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Tetuán";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: VentillaBus: 42 , 147";"Este servicio depende de la Unidad Integral del Distrito Tetuán. Teléfono: 913 447 591";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d280de294e585310VgnVCM2000000c205a0aRCRD";"ASTURIAS";"AVENIDA";"V";"68";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"440729";"4480432";"40.47244698732512";"-3.699219112932764";"913 238 214 y 913 238 271             
             
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"tetuanoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322836;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Usera";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Hospital Doce de OctubreBus: 18 , 22 , 59 , 76 , 79 , 81 , 85 , 86 , 121Renfe: Doce de Octubre";"Este servicio depende de la Unidad Integral del Distrito Usera. Teléfono: 913 410 114";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5fde294e585310VgnVCM2000000c205a0aRCRD";"DOCTOR TOLOSA LATOUR";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28026";"7";"PRADOLONGO";"12";"USERA";"440290";"4469557";"40.374457614717656";"-3.7033646424165747";"913 418 400              
              
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"useraoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322849;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Vicálvaro";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: San CiprianoBus: 4 , 100 , 106";"Este servicio depende de la Unidad Integral del Distrito Vicálvaro. Teléfono: 917 602 427";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e72de294e585310VgnVCM2000000c205a0aRCRD";"POLIDEPORTIVO";"PASEO";"V";"138";"";"";"";"";"MADRID";"MADRID";"28032";"";"AMBROZ";"";"VICALVARO";"449261";"4473063";"40.40663654691994";"-3.59797437686375";"917 602 425             
             
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"vicalvarooacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322844;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Villa de Vallecas";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Metro: Villa VallecasBus: 58 , 54 , 103 , 142 , 143";"Este servicio depende de la Unidad Integral del Distrito Villa de Vallecas. Teléfono: 913 052 813";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80a1de294e585310VgnVCM2000000c205a0aRCRD";"REAL DE ARGANDA";"CALLE";"V";"64";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447859";"4470021";"40.379145542145515";"-3.6142474191270058";"913 052 811            
            
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"vivallecasoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"
6322856;"Oficina de Atención al Ciudadano (OAC). Policía Municipal. Comisaría Integral de Distrito Villaverde";"";"De lunes a viernes de 9 a 14 y de 16 a 21 horas";"Recepción y tratamiento de las sugerencias y quejas de los ciudadanos en materia de seguridad y convivencia en los barrios del distrito. Contacto permanente con Asociaciones de Vecinos, comerciantes, colectivos de inmigrantes, etc., para la atención puntual de sus requerimientos. Colaboración con las unidades del Cuerpo especializadas en casos de violencia de género y de maltrato doméstico. Contacto con mediadores y dinamizadores de espacios públicos para favorecer la integración de todos los colectivos. Asesoramiento a los ciudadanos y canalización de aquellos requerimientos no relacionados con Policía Municipal para su derivación a la autoridad o servicio correspondiente.";"Bus: 76 , 131";"Este servicio depende de la Unidad Integral del Distrito Villaverde. Teléfono: 917 100 140";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c364de294e585310VgnVCM2000000c205a0aRCRD";"CARABANCHEL A VILLAVERDE";"CARRETERA";"V";"105";"";"";"";"C/V a la calle de la Laguna Rodrigo";"MADRID";"MADRID";"28041";"";"SAN ANDRES";"";"VILLAVERDE";"439972";"4466976";"40.351183634231326";"-3.706879172113004";"917 100 141             
             
A disposición de las personas que deseen trasladar sugerencias, informaciones o quejas sobre seguridad y convivencia de carácter NO URGENTE, para su valoración e intervención policial.";"";"villaverdeoacpm@madrid.es";"/contenido/entidadesYorganismos/OficinasPoliciaMunicipal"

