Unnamed: 0,url,title,precio,dormitorios,banos,m2_constr,referencia,tipologia,planta,descripcion_larga,area,piscina,garaje,jardin,fecha_publicacion,num_visitas,calefaccion,trastero,amueblado,chimenea,videoportero,alarma,aire_acondicionado,barrio,cod_barrio,distrito,cod_distrito,codigo_Postal,nuda_propiedad,tiene_piscina,letrace,estado,gastos_comunidad,ascensor,ano_construccion,terraza,porteria,balcon,cocina,inmueble_ingresos,portero,exterior,armarios,plantas_edificio,lujo,orientacion_este,interior,orietacion_oeste,orientacion_sur,aire_ acondicionado,inmueble_ingresps,num_plantas,Lujo,calle,web,fecha_descarga
10,https://www.pisosmadrid.com.es/propiedad/3867130-piso-en-venta-en-entrevias-madrid,"Piso en venta en Entrevias, Madrid",103000,3,2,79.0,3867130,Piso,,"Piso 3 dormitorios, 2 baños, 0 garajes, Para reformar, en Madrid, Madrid SE VENDE SIN POSESIONSe trata de una Vivienda situada en un edificio de ocho alturas sobre rasante, ubicado en la calle Ronda Sur, en la ciudad de Madrid. El edificio dispone de ascensor. La vivienda tiene la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, varias estancias que se considerarían dormitorios, y un cuarto de baño completo con bañera. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características.",Entrevias,0.0,0.0,0.0,2024-05-20,9.0,,,,,,,,Entrevías,131.0,Puente De Vallecas,13.0,28053.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ronda,pisosmadrid,24/10/2024
11,https://www.pisosmadrid.com.es/propiedad/3867131-piso-en-venta-en-madrid,Piso en venta en Madrid,68800,3,1,60.0,3867131,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid inmueble sin posesion, con ocupantes, no es posible visitar se vende como inversionSe trata de una Vivienda situada en un edificio de cinco alturas sobre rasante, ubicado en la calle Lenceros, en la ciudad de Madrid. El edificio dispone de una cierta antigüedad, por lo que carece de ascensor. La vivienda tiene la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, varias estancias que se considerarían dormitorios, y un cuarto de baño completo con bañera. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes.",,0.0,0.0,0.0,2024-05-20,3.0,,,,,,,,Sol,16.0,Centro,1.0,28013.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenceros,",pisosmadrid,24/10/2024
13,https://www.pisosmadrid.com.es/propiedad/3867136-piso-en-venta-en-madrid,Piso en venta en Madrid,69000,3,1,59.0,3867136,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en edificio residencial con servicio de ascensor, en el barrio de San Cristóbal de los Ángeles del distrito de Villaverde, en Madrid. Cuenta con una superficie de 59,74 m² distribuidos en 3 dormitorios y 1 baño. En sus inmediaciones dispone de todo tipo de servicios. Tiene buena comunicación tanto por transporte público como por transporte privado.",,0.0,0.0,0.0,2024-05-20,4.0,,,,,,,,Sol,16.0,Villaverde,17.0,28013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pisosmadrid,24/10/2024
14,https://www.pisosmadrid.com.es/propiedad/3867138-piso-en-venta-en-comillas-madrid,"Piso en venta en Comillas, Madrid",80100,2,1,47.0,3867138,Piso,,"Piso 2 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situada en el barrio de Comillas del distrito de Carabanchel, Madrid. Cuenta con una superficie de 47,78 m² distribuidos en 2 dormitorios y 1 baño. En sus inmediaciones dispone de todo tipo de servicios. Tiene buena comunicación tanto por transporte público como por transporte privado. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados.",Comillas,0.0,0.0,0.0,2024-05-20,17.0,,,,,,,,Comillas,111.0,Carabanchel,11.0,28019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pisosmadrid,24/10/2024
15,https://www.pisosmadrid.com.es/propiedad/3867140-piso-en-venta-en-centro-madrid,"Piso en venta en Centro, Madrid",255000,2,1,40.0,3867140,Piso,,"Piso 2 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Vivienda situada en un edificio de siete alturas sobre rasante, ubicado en la calle Embajadores, en la ciudad de Madrid. El edificio dispone de ascensor. La vivienda tiene una superficie útil aproximada de 35,55 m2. con la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, dos dormitorios, y un cuarto de baño completo con bañera. Tiene como anejo un cuarto trastero. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad.",Centro,0.0,0.0,0.0,2024-05-20,6.0,,,,,,,,Embajadores,12.0,Centro,1.0,28012.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Embajadores,",pisosmadrid,24/10/2024
16,https://www.pisosmadrid.com.es/propiedad/3867142-piso-en-venta-en-aravaca-madrid,"Piso en venta en Aravaca, Madrid",213500,3,1,80.0,3867142,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid inmueble ocupado no es posible visitar, se vende como inversion si dese mas informacion no dude en contactarVivienda piso en la calle Santa Balbina de Madrid. El inmueble tiene una superficie aproximada de 58,50 m2. y está distribuido en salón-comedor, tres dormitorios, baño completo con bañera y cocina semi-amueblada con muebles altos y bajos lacados en color blanco. La vivienda cuenta con armarios empotrados, puerta de entrada blindada normal, cocina y baños con paredes alicatadas, carpintería interior en madera, suelos de parquet y gres, ventanas abatibles y persianas en pvc. El piso se encuentra en un edificio de tres alturas sobre rasante sin ascensor. Se ubica en Aravaca. Zona consolidada, con establecimientos comerciales como supermercados, centros educativos y centros sanitarios. Bien comunicado, cuenta en las inmediaciones con paradas de autobús y renfe.",Aravaca,0.0,0.0,0.0,2024-05-20,16.0,,,,,,,,Aravaca,97.0,Moncloa-Aravaca,9.0,28023.0,,,,,,,,,,,,,,,,,,,,,,,,,,Santa,pisosmadrid,24/10/2024
18,https://www.pisosmadrid.com.es/propiedad/3867148-piso-en-venta-en-madrid,Piso en venta en Madrid,107200,3,1,48.0,3867148,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta en la ciudad de Madrid. Construido en 1968, tiene una superficie de 48 m² distribuidos en diversas dependencias. Se localiza en la zona de San Fermín y en sus inmediaciones dispone de centros sanitarios, colegios, farmacias, supermercados, restaurantes, etc. La zona está bien comunicada, con paradas de autobús próximas, estación de tren y metro a menos de 15 minutos a pie y buen acceso rodado a las carreteras M-40 y A-4 en pocos minutos.",,0.0,0.0,0.0,2024-05-20,5.0,,,,,,,,Sol,16.0,Centro,1.0,28013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pisosmadrid,24/10/2024
19,https://www.pisosmadrid.com.es/propiedad/3867150-piso-en-venta-en-usera-madrid,"Piso en venta en Usera, Madrid",121500,3,1,51.0,3867150,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Madrid. Cuenta con una superficie de 51 m² distribuidos en 3 dormitorios y 1 baño. Se localiza en la primera planta de un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios alrededor. Se ubica a 500 m de la estación de Metro Usera y Plaza Elíptica, cerca del Parque Olaf Palme. Tiene buena comunicación tanto por transporte público como por transporte privado.",Usera,0.0,0.0,0.0,2024-05-20,7.0,,,,,,,,Sol,16.0,Centro,1.0,28013.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Elíptica,",pisosmadrid,24/10/2024
20,https://www.pisosmadrid.com.es/propiedad/3867152-piso-en-venta-en-entrevias-madrid,"Piso en venta en Entrevias, Madrid",89100,2,1,70.0,3867152,Piso,,"Piso 2 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en el barrio de Entrevías, del distrito de Puente de Vallecas de la ciudad de Madrid. Cuenta con una superficie de 70 m² distribuidos en 2 dormitorios y 1 baño. Se localiza en un edificio residencial con servicio de ascensor y en sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado.",Entrevias,0.0,0.0,0.0,2024-05-20,11.0,,,,,,,,Entrevías,131.0,Puente De Vallecas,13.0,28053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pisosmadrid,24/10/2024
22,https://www.pisosmadrid.com.es/propiedad/3867156-piso-en-venta-en-madrid,Piso en venta en Madrid,68400,2,1,52.0,3867156,Piso,,"Piso 2 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid Oportunidad sólo para inversores. El activo se encuentra ocupado. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en el barrio de Amposta, del distrito de San Blas-Canillejas de la ciudad de Madrid. Cuenta con una superficie de 53 m² distribuidos en 2 dormitorios y 1 baño. Se localiza en un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado.",,0.0,0.0,0.0,2024-05-20,9.0,,,,,,,,Sol,16.0,San Blas-Canillejas,20.0,28013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pisosmadrid,24/10/2024
23,https://www.pisosmadrid.com.es/propiedad/3867157-piso-en-venta-en-centro-madrid,"Piso en venta en Centro, Madrid",82600,3,1,55.0,3867157,Piso,,"Piso 3 dormitorios, 1 baños, 0 garajes, Para reformar, en Madrid, Madrid inmueble ocupado por tercero con titulo vencido, no es posible visitar se vende como inversion si desea mas informacion no dude en contactar compra ideal inversores vivienda no financiable Vivienda piso en la calle Calamina, en Madrid",Centro,0.0,0.0,0.0,2024-05-20,7.0,,,,,,,,VILLAVERDE ALTO C.H.,1.0,Villaverde,17.0,28021.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Calamina,",pisosmadrid,24/10/2024
24,https://www.pisosmadrid.com.es/propiedad/3869787-piso-en-venta-en-vista-alegre-madrid,"Piso en venta en Vista Alegre, Madrid",419900,3,2,104.0,3869787,Piso,,"KSA INMOBILIARIA te ofrece este excelente inmueble, reformado, que cuenta con la privilegiada orientación sureste, y se encuentra ubicado en una de las mejores áreas residenciales de Carabanchel, en la Avenida de los Poblados. ~~En esta excepcional propiedad, todas las estancias son exteriores, contando con una gran cantidad de luz natural. ~~Esta organizada en 134 m2 de superficie construidas (incluyendo zonas comunes) y se ha distribuido en 3 amplios dormitorios con armarios empotrados vestidos y 2 baños completos uno de ellos en suite. ~Además, encontramos un amplio salón-comedor de 25m2 con ventanas panorámicas. ~La cocina fue ampliada en la reforma por lo que tiene un espacio para tomar el desayuno, la cocina tiene salida al tendedero. ~~Esta vivienda de lujo dispone de materiales y acabados de las mejores calidades, cuenta con sistema de aire acondicionado por conducto, la carpintería exterior con doble cristal y con armarios empotrados el hall y en el pasillo. ~~El trastero de 5m2 aprox. con baldas de metal y armario de madera. ~~La urbanizaciones mas prestigiosas de las zona que la caracteriza la tranquilidad, comodidad de tener todos los servicios a pocos pasos y que además cuentan con Jardines, 2 salas de evento, piscinas, 2 pistas de pádel, zona infantil y conserje las 24h. ~~Comunicada con la avenida de Los Poblados y la A-42, M-30, M-45 Transporte Publico: 47, 108,118, N16, 121, 131, 155 y 484 y metro San Francisco (L11) Comercios cercanos: Mercadona, Centro comercial Islazul. Rodeado de colegios públicos y concertados, Polideportivos, Parque de la Emperatriz María de Austria. ~~Las características de la vivienda son meramente informativas, no están incluidos los muebles. Gastos de notaria e Impuestos no incluidos en el precio. ~~Con asesoramiento gratuito en la financiación!! ~~¡RESERVE SU VISITA SIN COMPROMISO!~~Ocultar",Vista Alegre,1.0,0.0,1.0,2024-05-22,13.0,1.0,1.0,,,,1.0,,Vista Alegre,114.0,Carabanchel,11.0,28025.0,,,,,,,,,,,,,,,,,,,,,,,,,,de,pisosmadrid,24/10/2024
25,https://www.pisosmadrid.com.es/propiedad/3871080-piso-en-venta-en-penagrande-madrid,"Piso en venta en Peñagrande, Madrid",173300,3,1,70.0,3871080,Piso,,"Situado en Madrid muy cerca de ola calle Cardenal Herrera Oria, construido en 1950, este piso cuenta con una superficie aproximada de 67 m² y está distribuido en varias estancias. ~~Buenas comunicaciones, con paradas de autobús a pocos metros con las líneas 49, 64, 83, 133 y 815, próxima a la estación de metro y a través de los accesos viarios M-30 y M-40. ~~La zona dispone de equipamiento variado, centro de salud, restaurantes, gasolinera, colegio, parque, etc.",Peñagrande,0.0,0.0,0.0,2024-05-22,9.0,,,,,,,,Peñagrande,83.0,Fuencarral-El Pardo,8.0,28035.0,,,,,,,,,,,,,,,,,,,,,,,,,,Cardenal,pisosmadrid,24/10/2024
