PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11156108;"Carmen Rodríguez, Centro de rehabilitación";"";"";"Centro de rehabilitación para personas con discapacidad física.";"Metro: Arganzuela-Planetario (línea 6)  Bus: 148, 156";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=846cbc18998c0710VgnVCM2000001f4a900aRCRD";"CROMO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28045";"4";"LEGAZPI";"2";"ARGANZUELA";"441575";"4471285";"40.39012058613276";"-3.688378230986349";"917 512 013 / 647 620 736";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad"
11841150;"Centro Belmonte Únicas";"";"";"Residencia para personas con enfermedad mental crónica.";"Bus: 118, 116  Metro: Urgel (línea 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa3ad8a63ef44810VgnVCM2000001f4a900aRCRD";"BELMONTE DE TAJO";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"438887";"4471415";"40.39109482890491";"-3.720064527253826";"915 608 949 / 659 484 715";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
10610621;"Centro Dato II, centro de recuperación para personas con discapacidad física";"";"";"Centro de recuperación para personas con discapacidad física.";"Bus: 114, 115";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f623ef2b16151610VgnVCM1000001d4a900aRCRD";"AVUTARDA";"RONDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446001";"4478242";"40.45308767054584";"-3.636823746093877";"917 595 372";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad"
10608730;"Centro Dato de rehabilitación";"";"";"Centro de rehabilitación para personas con discapacidad física";"Metro: Canillas (Línea 4)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6fb3eb6a4c41610VgnVCM2000001f4a900aRCRD";"ANDARRIOS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446402";"4478483";"40.45528803169302";"-3.632112763387634";"913 003 764";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosOcupacionalesPersonasDiscapacidad"
11155867;"Centro Exter para personas con enfermedad mental, Centro de día";"";"";"Centro de día para personas con enfermedad mental crónica.";"Bus: E4, 71, 130  Metro: Valdebernardo (línea 9)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bdbaf9c474c0710VgnVCM2000001f4a900aRCRD";"JOSE PRAT";"BULEVAR";"V";"36";"";"";"";"";"MADRID";"MADRID";"28032";"2";"VALDEBERNARDO";"19";"VICALVARO";"447342";"4471965";"40.396633404196365";"-3.620493665952262";"913 016 861";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11846435;"Centro Menni Vallecas";"";"";"Centro de rehabilitación para personas con enfermedad mental crónica.";"Metro: Sierra de Guadalupe (línea 1)  Bus: 103, 142. 143, 58, 54";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e67942ec3574810VgnVCM2000001f4a900aRCRD";"ALBUFERA";"AVENIDA";"V";"321";"";"";"";"";"MADRID";"MADRID";"28031";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446403";"4470524";"40.383588923720616";"-3.631430614569706";"917 517 579 / 638 986 607";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11527688;"Centro Ocupacional Cirvite";"";"";"Centro ocupacional para personas con discapacidad intelectual.";"Bus: 114, 115, 105, 153  Metro: Canillejas (línea 5)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a66c4390973d710VgnVCM2000001f4a900aRCRD";"ESPARTA";"CALLE";"V";"19";"2";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"447727";"4477750";"40.44876603712921";"-3.616433914239875";"913 249 293";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosOcupacionalesPersonasDiscapacidad"
133712;"Centro Ocupacional Estar Los Yebenes";"";"";"Centro ocupacional para personas con discapacidad intelectual.";"Bus: 31";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50886da0aa81c010VgnVCM1000000b205a0aRCRD";"LOS YEBENES";"CALLE";"V";"241";"2";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"436238";"4471448";"40.39119412570655";"-3.7512714973887014";"917 194 632 / 915 543 637";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosOcupacionalesPersonasDiscapacidad"
35004;"Centro de Recuperación de  Personas con Discapacidad Física (CRMF) de Madrid";"El Centro de Recuperación de Personas con Discapacidad Física (CRMF) del Imserso en Madrid, es un centro de servicios sociales público y gratuito para personas con diversidad funcional de todo el territorio español que ofrece a las personas usuarias un apoyo integral mediante Planes Individualizados de Recuperación desde un modelo de atención centrado en la persona, y facilitar así tanto su integración socio laboral como su calidad de vida, tal como establece nuestra carta de servicios.";"";"Servicios y prestaciones:    Fomento de la autonomía personal y social.   Orientación formativa y profesional.   Formación para el empleo y mejora de competencias básicas.   Servicio de integración laboral.   Recuperación médico funcional, incluyendo servicio de enfermería, de Fisioterapia, de logopedia y Terapia Ocupacional.   Servicio de rehabilitación psicológica.   Servicio de trabajo social.   Asistencia Técnica en materia de autonomía personal accesibilidad y nuevas tecnologías.   Actividades de ocio, tiempo libre y espacios de disfrute personal.   Alojamiento (Temporalmente fuera de servicio).   Manutención.  Atención e intervención a distancia. A través de la plataforma Teams y actualmente Cisco Webex, se realizan intervenciones individuales con las personas usuarias que por circunstancias no pueden acudir presencialmente al centro";"Metro: Portazgo (línea 1).  Bus: 54, 57, 58, 103, 136, 141, 143  Bicimad: Estación 428 (Avenida de la Albufera, 136)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc85b3e42751c010VgnVCM2000000c205a0aRCRD";"VALDERRIBAS";"CAMINO";"V";"12";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443493";"4472447";"40.40071479873729";"-3.6658896340662053";"914 781 011";"914 789 023";"crmf.madrid@imserso.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
2022;"Centro de Referencia Estatal de Autonomía Personal y Ayudas Técnicas (CEAPAT)";"";"";"";"Metro: Miguel Hernández (línea 1)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afdd1e79ee71c010VgnVCM1000000b205a0aRCRD";"EXTREME&amp;Ntilde;OS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445187";"4470750";"40.38554368384592";"-3.6457769875674284";"917 033 100";"";"ceapat@imserso.es";"/contenido/entidadesYorganismos/ArchivosCentrosDocumentacion"
11285226;"Centro de atención Rafael Cattarini";"";"";"Centro de rehabilitación para personas con discapacidad física.";"Bus: 177, 42";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48cd6755a3156710VgnVCM2000001f4a900aRCRD";"EMILIA";"CALLE";"V";"51";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"440814";"4480387";"40.472056921905434";"-3.6981904175962454";"913 113 530";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad"
11285132;"Centro de atención para personas adultas y mayores afectadas por la enfermedad de Parkinson";"";"";"Centro de rehabilitación para personas con discapacidad física";"Metro: Menéndez Pelayo (línea 1).  Bus: 10, 14, 26, 32, C1, C2.  Bicimad: Estación 281 (Paseo Reina Cristina,6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b176fc5df056710VgnVCM1000001d4a900aRCRD";"ANDRES TORREJON";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"442126";"4473247";"40.40782981137551";"-3.6820700568399913";"914 340 406";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad"
11524888;"Centro de día Ademo";"";"";"Centro de día para personas con discapacidad intelectual.";"Bus: 20, 142, 144";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7429fd5e9c82d710VgnVCM2000001f4a900aRCRD";"LA TACONA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"445570";"4471980";"40.39665181785836";"-3.641373451931094";"686 231 474";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
10607889;"Centro de día Afanias Espacio Abierto";"";"";"Centro de día para personas con discapacidad intelectual.";"Metro: Lucero (línea 6)    Bus: 31, 138    Bicimad: estación 349 (Calle Huerta de Catañeda, 26)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf86ffbd81741610VgnVCM2000001f4a900aRCRD";"HERVAS";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28011";"3";"LUCERO";"10";"LATINA";"436945";"4473112";"40.406241800167095";"-3.743111431397358";"914 459 672";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
77520;"Centro de día Argüelles";"";"";"Centro de día para personas con discapacidad física";"Metro: Moncloa (líneas 3, 6)  Bus: 2, 16, 61  Bicimad: Estación 199 (Calle Fernando el Católico n&amp;ordm; 61)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c588ed67151c010VgnVCM2000000c205a0aRCRD";"ANDRES MELLADO";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28015";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439392";"4476134";"40.43364271681343";"-3.7145658372075636";"915 495 062";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155041;"Centro de día Atipadace II";"";"";"Centro de día para personas con discapacidad física.";"Metro: Mirasierra (línea 9)    Bus: 64";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d9f648cbfeb0710VgnVCM2000001f4a900aRCRD";"MIRADOR DE LA REINA";"CALLE";"V";"115";"";"";"";"";"MADRID";"MADRID";"28035";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"438986";"4482476";"40.49074187160651";"-3.719959549966161";"913 767 190 / 693 750 168";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11154976;"Centro de día Aucavi - Hortaleza";"";"";"Centro de día para personas con discapacidad intelectual.";"Bus: 112, 122, 153  Bicimad: Estación 537 (Avenida de Machupichu, 23)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ec8648cbfeb0710VgnVCM2000001f4a900aRCRD";"MACHAQUITO";"CALLE";"V";"33";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446905";"4478759";"40.45780755833256";"-3.6262076892323165";"913 553 755";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155183;"Centro de día Chamberí Intress";"";"";"Centro de día para personas con enfermedad mental crónica";"Bus: 2, 149, 37   Metro: Canal (línea 2, 7), Ríos Rosas (línea 1)   Bicimad: estación 202 (calle Santander esquina con avenida Filipinas) / estación 201 (calle José Abascal frente al número 2)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0770fe1d63fb0710VgnVCM2000001f4a900aRCRD";"BOIX Y MORER";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"440095";"4476818";"40.43986202869541";"-3.706336723557644";"915 357 674";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155167;"Centro de día Ciudad Lineal";"";"";"Centro de día para personas con enfermedad mental crónica.";"Metro: Quintana (línea 5)    Bus: 113, 28";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9efe1d63fb0710VgnVCM2000001f4a900aRCRD";"SOR MARIA DE AGREDA";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"445112";"4475723";"40.43033820411039";"-3.647088183295877";"913 775 824";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11942;"Centro de día Enco";"";"";"Centro de día para personas con discapacidad intelectual.";"Metro: Las Tablas (línea 10)    Bus: 175, 176";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad3466051361c010VgnVCM1000000b205a0aRCRD";"FROMISTA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"442861";"4484628";"40.51040715725058";"-3.6744305706601446";"911 727 911 / 687 908 117";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11529474;"Centro de día Fuencarral";"";"";"Centro de día para personas con enfermedad mental crónica.";"Metro: Fuencarral (línea 10)    Bus: 137, 66";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c78db63ecf64d710VgnVCM2000001f4a900aRCRD";"HOSPITALET DE LLOBREGAT";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441272";"4482866";"40.494422352403646";"-3.6930247463417136";"917 355 810 / 917 355 811 / 917 355 812";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
133823;"Centro de día Funprodami";"";"";"Centro de día para personas con discapacidad intelectual.";"Bus: 57, 144  Cercanías: Asamblea de Madrid-Entrevías (C2, C7)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32dd15a11a81c010VgnVCM1000000b205a0aRCRD";"GARCIA MIRANDA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28018";"2";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"443627";"4470483";"40.38303190435413";"-3.6641521212637627";"915 077 986";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155855;"Centro de día Grupo 5 Arganzuela";"";"";"Centro de día para personas con enfermedad mental crónica";"Metro: Pirámides (línea 5)    Bus: 18, 62    Bicimad: Estación 275 (Paseo de Juan Antonio Vallejo Nájera Botas, 28).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=190aaf9c474c0710VgnVCM2000001f4a900aRCRD";"ARGANDA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"439955";"4472467";"40.400654256768846";"-3.7075737182792587";"911 250 006";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155851;"Centro de día Hortaleza";"";"";"Centro de día para personas con enfermedad mental crónica.";"Metro: San Lorenzo (línea 4)    Bus: 72, 87";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bc8af9c474c0710VgnVCM2000001f4a900aRCRD";"MAR BALTICO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445590";"4480416";"40.47265231214954";"-3.641857122868782";"913 824 636";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
11155221;"Centro de día La Latina Grupo 5";"";"";"Centro de día para personas con enfermedad mental crónica.";"Metro: Puerta del Ángel (línea 6)    Bus: 138    Bicimad: estación 325 (Paseo de los Jesuitas, 4)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba05fe1d63fb0710VgnVCM2000001f4a900aRCRD";"JAIME VERA";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28011";"2";"PUERTA DEL ANGEL";"10";"LATINA";"438188";"4473601";"40.41073588139989";"-3.7285148876397805";"915 263 704";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialPersonasDiscapacidad/CentrosDiasPersonasDiscapacidad"
